inf,4.865837929786412275e+01,inf,inf,inf,inf,inf,4.865837929786412275e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4.865837929786412275e+01,inf,4.730675775732879629e+01,9.461351351351348171e+01,inf,inf,inf,9.731675675675671755e+01,inf,1.362162162162162247e+02,inf,inf,inf,inf,6.125238149005364363e+01,3.889945945945947869e+01,inf,2.724324324324324493e+02,inf,inf,inf,inf,inf,1.751156756756757034e+02,inf,4.086486486486486456e+02,inf,inf,inf,inf,inf,3.113318918918919280e+02,inf,5.448648648648647850e+02,inf,inf,inf,inf,inf,4.475481081081081243e+02,inf,1.324324324324324493e+02,inf,2.270459459459459595e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.303541393522754674e+02,1.839024228599157595e+02,1.380272332049328554e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.648648648648648987e+02,inf,3.594783783783783520e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.615769246893206628e+02,3.145871045501277763e+02,2.677061160790340750e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.972972972972972912e+02,inf,4.919108108108108581e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.934464649166994263e+02,4.463033608260869300e+02,3.991970821360987429e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.297297297297297973e+02,inf,6.243432432432432506e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.255538772397864022e+02,5.783468092243867886e+02,5.311560547577055331e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.730675775732879629e+01,inf,4.730675775732883181e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.125238149005365784e+01,3.891891891891891930e+01,6.125238149005363653e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.839024228599157880e+02,1.380327186205798853e+02,9.359650454264009056e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.145871045501277763e+02,2.677089443587952360e+02,2.210100798763246246e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.463033608260869869e+02,3.991989788182760890e+02,3.521467073127617482e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.783468092243867886e+02,5.311574802347698778e+02,4.839895141998863437e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,9.461351351351348171e+01,4.730675775732883181e+01,inf,4.865837929786412275e+01,9.731675675675671755e+01,inf,inf,inf,inf,inf,1.362162162162162247e+02,inf,3.889945945945947869e+01,inf,1.022980199496057168e+02,inf,inf,inf,2.724324324324324493e+02,inf,1.751156756756757034e+02,inf,inf,inf,inf,inf,4.086486486486486456e+02,inf,3.113318918918919280e+02,inf,inf,inf,inf,inf,5.448648648648647850e+02,inf,4.475481081081081243e+02,inf,inf,6.163297816227289161e+01,3.781891891891896762e+01,inf,1.324324324324324778e+02,inf,inf,inf,1.044070005978982323e+02,9.538008795118024352e+01,inf,inf,inf,inf,1.380272332049328838e+02,inf,5.425346601309356487e+01,2.269489226203210990e+02,inf,inf,inf,inf,inf,inf,1.791529248869362050e+02,inf,4.103949179394921316e+02,inf,inf,inf,inf,inf,3.136204992298501679e+02,4.976463236496392142e+02,5.461757881784976689e+02,inf,inf,inf,inf,inf,4.491431616971838139e+02,inf,1.702513513513513885e+02,inf,2.648648648648648987e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.210100798763246246e+02,1.746387430760981658e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.026837837837838379e+02,inf,3.972972972972973480e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.991970821360987998e+02,3.521467073127617482e+02,3.051731326835744653e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.351162162162162872e+02,inf,5.297297297297297973e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.839895141998863437e+02,4.368515646767849603e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.762837652967539270e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,4.865837929786412275e+01,inf,4.865837929786412275e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.783783783783789545e+01,6.163297816227289161e+01,inf,inf,inf,inf,inf,6.163297816227289161e+01,1.413738290225792866e+02,1.887050660084499896e+02,inf,inf,inf,inf,inf,9.538008795118022931e+01,2.750475090112513499e+02,inf,inf,inf,inf,inf,inf,2.269489226203210706e+02,inf,inf,inf,inf,inf,inf,inf,3.619723482532886010e+02,5.461770985096774211e+02,5.947275228881843532e+02,inf,inf,inf,inf,inf,4.976463236496392142e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.276477640977737309e+02,1.509023769346712811e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,9.731675675675671755e+01,4.865837929786412275e+01,inf,4.730675775732883181e+01,9.461351351351348171e+01,inf,inf,inf,2.335329729729729422e+02,inf,1.362162162162161962e+02,inf,inf,inf,inf,inf,3.697491891891891669e+02,inf,2.724324324324323925e+02,inf,inf,inf,inf,inf,5.059654054054053631e+02,inf,4.086486486486486456e+02,inf,inf,inf,inf,inf,6.421816216216216162e+02,inf,5.448648648648647850e+02,inf,inf,6.163297816227289161e+01,1.044070005978982323e+02,inf,inf,inf,1.324324324324324778e+02,inf,3.781891891891896762e+01,1.887050660084499611e+02,2.365754004409399158e+02,inf,inf,inf,inf,inf,1.413687666652670600e+02,inf,3.716782661580558056e+02,inf,inf,inf,inf,inf,2.750449070047428108e+02,inf,5.073768442639573095e+02,inf,inf,inf,inf,inf,4.103949179394921316e+02,5.947275228881843532e+02,inf,inf,inf,inf,inf,inf,5.461757881784976689e+02,inf,inf,inf,inf,inf,2.648648648648648987e+02,inf,1.702513513513513885e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.972972972972973480e+02,inf,3.026837837837838379e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.297297297297297973e+02,inf,4.351162162162162872e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.065357147631019927e+02,7.903823138932720838e+01,inf,inf,inf,inf,inf,1.913940066684105545e+02,1.619717980813633744e+02,2.314264257643766598e+02,3.040747330697732309e+02,inf,inf,inf,inf,inf,3.631733958955612138e+02,4.377720711991292433e+02,5.128096944663307113e+02,inf,inf,inf,inf
inf,inf,inf,inf,inf,4.730675775732883181e+01,inf,4.730675775732879629e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.256012425680907540e+01,9.441213837686149191e+01,inf,inf,inf,inf,inf,inf,2.045922065483565291e+02,2.763721990418248424e+02,3.499787693816987257e+02,inf,inf,inf,inf,inf,4.094811535374128084e+02,4.843806150048902737e+02,inf,inf,inf,inf,inf
4.865837929786412275e+01,9.731675675675671755e+01,inf,inf,inf,9.461351351351348171e+01,4.730675775732879629e+01,inf,inf,2.335329729729729422e+02,inf,inf,inf,inf,inf,1.362162162162161962e+02,inf,3.697491891891891669e+02,inf,inf,inf,inf,inf,2.724324324324323925e+02,inf,5.059654054054053631e+02,inf,inf,inf,inf,inf,4.086486486486486456e+02,inf,6.421816216216216162e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.270459459459459595e+02,inf,1.324324324324324493e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.594783783783783520e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.919108108108108581e+02,inf,3.972972972972972912e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.243432432432432506e+02,inf,5.297297297297297973e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.309521872607115824e+02,8.219049412017352552e+01,inf,1.921737394822365559e+02,inf,inf,inf,1.803947658030123762e+02,inf,2.489053358129242781e+02,inf,3.962090639468088398e+02,inf,inf,inf,inf,inf,4.559906822815024725e+02,5.311097450462291363e+02,6.064713891187328727e+02,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,4.865837929786413696e+01,inf,inf,inf,inf,inf,4.865837929786413696e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,1.362162162162162247e+02,inf,inf,inf,inf,inf,2.335329729729729422e+02,4.865837929786413696e+01,inf,4.730675775732879629e+01,9.461351351351348171e+01,inf,inf,inf,9.731675675675674597e+01,inf,1.362162162162162247e+02,inf,inf,inf,inf,6.125238149005364363e+01,3.889945945945947869e+01,inf,2.724324324324323925e+02,inf,inf,inf,inf,inf,1.751156756756757034e+02,inf,4.086486486486486456e+02,inf,inf,inf,inf,inf,3.113318918918919280e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.324324324324324493e+02,inf,2.270459459459459595e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.303541393522754674e+02,1.839024228599157595e+02,1.380272332049328554e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.648648648648648987e+02,inf,3.594783783783783520e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.615769246893206628e+02,3.145871045501277763e+02,2.677061160790340750e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.972972972972972912e+02,inf,4.919108108108108581e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.934464649166994263e+02,4.463033608260869300e+02,3.991970821360987429e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,5.297297297297297973e+02,inf,6.243432432432432506e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,6.255538772397864022e+02,5.783468092243867886e+02,5.311560547577055331e+02,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
